author,date,comment
oidjsf,1401-02-03,یه نگاه مینداختی این خیام رو از بالا تا پایین گور به گورش کردن هرکی یه چیزی گفت پس ببین تفسیر و برهان اوردن براساس دید افراد نسبت به دنیای خودشونه که چطور بو طعم ومزش رو هر فردی از منظر خودش داره و شما داری اعتقاد میلیاردها انسان که در یه زمینه  براشون رنگ و بو و طعمی مشترک داره رو با 4تا دلیل آبکی و سرهم بندی شده نفی میکنی 
oidjsf,1401-02-03,خیام خدا رحمتت کنه
oidjsf,1401-02-03, آسوده بخواب که ما بیداریم
oidjsf,1401-02-03,خیام خخخخخخخخیییییییییییییلللللللللی واضح منظورش رونوشته ونمیشه تفکرات خیام به نفع مکتبی دیگرمصادرش کردولی ای کاش خیام یک شعردراین وزن می نوشت که چه سرداست طبیعت وقتی خداازآن رفته باشد. با این وجودخوشحالم که دریک ملت چندصدایی زندگی میکنم
oidjsf,1401-02-03,سلام و درود فراوان و به نام حق.خیام جان وقتی که شعری نوشته مست بوده .هر دین و مذهبی مربوط به دوران خودشه جهان بعد از مرگم مشخص نیست با شناختی که از خیام جان دارم میتونم بگم که ایشان از تنها چیزی که لذت میبردن شراب بوده به اخرتم اگه  اعتقادم داشته باز روی برگردان شده کتاب خیام و ان دروغ بزرگ رو بخونید درباره ذرات تاریکم مطالعه کنید و خواهشن بی طرفانه و با اطلاعات بالا درباره جهان اخرت فکر و تصمیم بگیرید درباره   زمان هم مطالعه کنید و کتاب صد قرن سکوت هم بخوانید ریا کارم نباشید دنیا اون چیزی نیست که ما طبق رسوم اجدادی ازش پیروی میکنیم خودتون فکر کنید و ببینید واقعا اگه اخرتیم باشه لذت میبرین وقتی یکی از اون هوری های بهشتی مادر و خواهر خودتون باشه هرچند اینا فقط وعده هایین که ادم به انسانیت در این جهان برسهو مثه حیوان با زنان رفتار نکنن و الباقی
oidjsf,1401-02-03,آقای/خانم ذرات تاریک
oidjsf,1401-02-03,برای رد آخرت و اینکه دنیای دیگری وجود ندارد، باید استدلال های مدعیان آخرت را باطل کرد نه با ادعای محض بخواهیم معتقدان سرای باقی دست از آن بشویند.
oidjsf,1401-02-03,خیام انسانی موحد و یکتاپرست است و بیش از نود درصد از اشعاری که به وی نسبت داده شده، از او نیست.
oidjsf,1401-02-03,خیام کتابی در شرح خطبه توحید ابن سینا، موحد و فیسوف بزرگ، نوشته است. گزارش دقایق انتهای زندگی خیام نیزدر دست است و نشانگر یکتاپرست بودن و نمازخوان بودن او.
oidjsf,1401-02-03,کمی بیشتر و از روی انصاف، مطالعه و تحقیق کنید رفیق.
oidjsf,1401-02-03,مطابق آخرین تحقیقات، عمر خیام در پنجشنبه 12 محرم سال 526 در سن 83 سالگی در نیشابور درگذشت. امام محمد بغدادی ـ داماد خیام ـ مرگ وی را چنین حکایت می‌کند، مطالعة الهی از کتاب الشفا می‌کرد، چون به فصل واحد و کثیر رسید، خلال دندان طلایی را که با آن دندان پاک می‌کرد، در میان اوراق موضع مطالعه نهاد و گفت مرا که جماعت را بخوان تا وصیت کنم. چون اصحاب جمع شدند و به شرایط وصیت قیام نمودند، به نماز مشغول شد و از غیر اعراض کرد تا نماز [خفتن بگذارد و روی بر] خاک نهاد و گفت: خدایا به درستی که من به اندازة توانم تو را شناختم، پس مرا بیامرز، که معرفت من به تو تنها وسیلة آمرزش من است به سوی تو. و جان تسلیم کرد.
oidjsf,1401-02-03,دوستان عزیز لختی بی اندیشیم: که خیام واقعاً کی بوده، قبل از این که خود را برای چند ربایی که سند اصلی بودن آنها هم موجود نیست به ظلالت و گمراهی بکشانیم.
oidjsf,1401-02-03,این که نوشتم از کتاب می و مینا بود.
oidjsf,1401-02-03,ولی منابع دقیقتری هم هستند.
oidjsf,1401-02-03,خیام عارف نبوده یک ریاضیدان بوده است. شعرش مثل مولانا عرفانی نیست. برای همین در غرب طرفدار دارد. حتی بین کمونیستها
oidjsf,1401-02-03,خیام به هیچکس و هیچ خدایی اعتقاد نداشته،این مذهبیون خودشونو نکشن.
oidjsf,1401-02-03,من واقعأ عاشق خیام هستم
oidjsf,1401-02-03,"شما چطور به این استدلال رسیدید که ""خیام به هیچکس و هیچ خدایی اعتقاد نداشته""؟"
oidjsf,1401-02-03,امام علی علیه السلام می فرماید: گروهی خدا را برای چشم داشت، می پرستند و این پرستش بازرگانان است. گروهی او را از روی ترس عبادت می کنند و این عبادت بردگان است، و گروهی او را سپاسمندانه می پرستند و این پرستش آزادگان است...
oidjsf,1401-02-03,خیام و خیلی از بزرگانی این چنین بسیار غرق در عرفان شده بودند.من به شخصه اعتقادم آن است که یک فرد دانشمند نمیتواند داِئن الخمر باشد.چرا که راه دانش سرشار از ریاضت و سختیست.حال که این بزرگمرد در علوم بسیار عالم بود از فلسفه،نجوم،موسیقی،ریاضیات و ... آن هم در آن زمان و با آن امکانات محدود.واقعا او یک نابغه بود.خیام ابتدا علوم تجربی را قبول داشت اما در اواخر عمر به این نتیجه میرسد که در زیر شعرش را نوشتم:
oidjsf,1401-02-03,هرگز دل من ز علم محروم نشد
oidjsf,1401-02-03,کم ماند ز اسرار که معلوم نشد
oidjsf,1401-02-03,هفتاد و دو سال فکر کردم شب و روز
oidjsf,1401-02-03,معلومم شد که هیچ معلوم نشد
oidjsf,1401-02-03,جالب است که نیوتن هم در اواخر عمر سخنانی مشابه خیام زد.
oidjsf,1401-02-03,کشف حقایق هستی با عقل محدود ناممکن است.عشق دریای کرانه ناپدید   کی توانش کرد شنا ای هشیار؟ خاصیت شراب مدهوشی است.شراب ما شراب انگور نیست.اینها مست می عشقند.حال برای اینکه الفاظ شعر قشنگ از آب دربیاید از واژه هایی چنین استفاده کرده اند.از روی ظاهر قضیه نباید استنتاج کرد
oidjsf,1401-02-03,دوستان دلداده اب انگور دنبال توجیه نگردن. میخوان حال کنن به قوا خودشون، حال کنین.  نیازی نیست شعر خیام رو نفهیمده و قضاوت کنین.
oidjsf,1401-02-03,چون که سخن اهل دل بشنوی مگو که خطاست
oidjsf,1401-02-03,سخن‌شناس نه‌ای جـان من خطـا این جاست
oidjsf,1401-02-03,به قول حافظ:
oidjsf,1401-02-03,به راه میکده حافظ خوش از جهان رفتی
oidjsf,1401-02-03,دعای اهـل دلت بـاد مونس دل پاکـت
oidjsf,1401-02-03,حافظ  معتقده در سرای آخرت نیز از شراب کوثر و حور بی‌نصیب نخواهد بود:
oidjsf,1401-02-03,فردا شراب کوثر و حور از برای ماست
oidjsf,1401-02-03,و امروز نیز ساقی مـه‌روی و جـام می
oidjsf,1401-02-03,و هراس قیامت را با پیاله‌ای از این باده زایل می‌کند:
oidjsf,1401-02-03,پیاله برکفنم بند تا سحـرگه حشر
oidjsf,1401-02-03,به می ز دل ببرم هول روز رستاخیز
oidjsf,1401-02-03,بهشت عـدن گر خواهی بیــا با ما به میخـانه
oidjsf,1401-02-03,که از پای خمت روزی به حوض کوثر اندازیم
oidjsf,1401-02-03,حالا 200 سال دیگه مردمی که دیوان غزلیات امام حمینی رو می بینن هم می گن ایشون هم متظورش زهرماری بوده
oidjsf,1401-02-03,خیام میگوید آب انگور (چه تخمیر شده، چه نشده) را به وعده بهشت و حوری هایش ترجیح میدهد، زیرا که آواز دهل شنیدن از دور خوش است.
oidjsf,1401-02-03,روفیای گرامی، 
oidjsf,1401-02-03,"گویا شعر ' شراب خانگی ترس محتسب خورده "" را فراموش کرده اید!"
oidjsf,1401-02-03,آب انگور است و چون هر شربت دیگری تخمیر پذیر،
oidjsf,1401-02-03,  اندکی شکیبایی میخواهد
oidjsf,1401-02-03, ما ازموده ایم ! در مرحله تقطیر است که باید هشیار بود. 
oidjsf,1401-02-03,"' به روی یار بنوشید و بانگ نوشانوش """
oidjsf,1401-02-03,پاسخ به یک شبهه :
oidjsf,1401-02-03,دنیا نقد است و آخرت نسیه و انسان عاقل نقد را به نسیه نمی‌‏فروشد.
oidjsf,1401-02-03,من که امروزم بهشت نقد حاصل می‏‌شود
oidjsf,1401-02-03, وعده فردای زاهد را چرا باور کنم !؟
oidjsf,1401-02-03,پیروان این مکتب زیادند، اینها دو اشتباه بزرگ مرتکب می‏‌شوند :
oidjsf,1401-02-03,اول اینکه برخلاف تصور ناباوران قرآن می فرماید : آخرت نقد است و دنیا نسیه 
oidjsf,1401-02-03,مَا عِندَکُمْ یَنفَدُ وَ مَا عِنداللَهِ باقٍ 
oidjsf,1401-02-03, « آنچه نزد شماست، همه محکوم به فناء و نیستی بوده و نسیه است؛ و آنچه نزد خداست، باقیست و حقیقت دارد و نقد است.
oidjsf,1401-02-03,و این واقعیتی است که همه انسانها می بینند و می دانند.
oidjsf,1401-02-03,دوم اینکه وعده‏‌های الهی برای افراد با ایمان نسیه نیست، نسیه در جایی است که طرف ضعیف است و نمی‌‏تواند به وعده‌هایش عمل کند، امّا کسی که قادر مطلق و صادق و حکیم است نقد و نسیه ندارد و وعده‌‏هایش عین واقعیّت است و سوخت و سوز ندارد.
oidjsf,1401-02-03,سوم اینکه آخرت همین الان نیز موجود است  والجنه و النار مخلوقتان موجودتان :
oidjsf,1401-02-03,ان رسول الله صلی الله علیه و سلم : هرگاه کسی فوت کند، جایگاهش در بهشت یا جهنم را خواهد دید.
oidjsf,1401-02-03,( بخاری1379ومسلم2866 )
oidjsf,1401-02-03,سوم اینکه در زندگی دنیا هم بسیاری از مواقع، نسیه را بر نقد مقدّم می‌‏دارند. به عنوان مثال تمام کشاورزان نقدشان را که بذر است می‏‌دهند، به انتظار محصولی که در سال آینده بدست می‌‏آورند، و یا تمام کسانی که سرمایه‏‌گذاری می‏‌کنند، نقد را می‌‏دهند برای نسیه فردا، چون مسأله اهم و مهم است.
oidjsf,1401-02-03,خیام در مصرع بعدی که میفرماید : 
oidjsf,1401-02-03,این نقد بگیر و دست از آن نسیه بدار
oidjsf,1401-02-03,کاواز دهل شنیدن از دور خوش است
oidjsf,1401-02-03,"مزیت آب انگور به حور را دقیقا در ""زمان حال"" بودن بیان میکند "
oidjsf,1401-02-03,"تقریبا عارفی نداریم که بر  زندگی در "" زمان حال "" تاکید نکرده باشد . مثالها علی ما شالله "
oidjsf,1401-02-03,"در همان متن (حور)  از اهل حس به عنوان کسانی که ""در گذشته مانده اند "" و اهل خیال به کسانی که ""در آینده  گرفتارند "" تعبیر شده است و گفته به آنها اسرار علم داده نخواهد شد ."
oidjsf,1401-02-03,"حضرت علی افراد را از آرزوهای بزرگ یعنی "" زندگی در آینده "" منع کرده"
oidjsf,1401-02-03,"و خداوند صفت مومن را  لاتخوافو "" زندگی در آینده "" و لاتحزنو "" زندگی در گذشته ""  ذکر میکند ."
oidjsf,1401-02-03,جناب میثم، خیام آب انگور را با بهشت (یا بهشت با حور) مقایسه کرده است، ته با حور. تکلیف بهشت در تفسیر شما چه میشود؟ شما به کلی بهشت را از قلم انداخته اید!
oidjsf,1401-02-03,به جان خودم اگه بجای (آب آنگور) مثلا (ویسکی) اومده بود باز یک عده خیلیییییییی دانا میگفتن فکر نکنی منظورش ویسکی بوده بلکه منظور ویسکی بهشتی هست از اونا که حق تعالی پیشکش میکنه به بچه خوبها تا شرشر بریزن رو تن بلورین حوری های N بار مصرف
oidjsf,1401-02-03,دوستی نوشته اند اینکه عده ای منظور خیام را از می نور حق می دانند ماست مالی کردن است و خیام در یک کلام به هیچ چیز اعنقاد نداشنه.
oidjsf,1401-02-03,سوال اول:گیریم که خیام چیزی را قبول نداشته، آیا تفاسیر گوناگون از مطلبی ارائه دادن کار خطایی است. هچ تفسیری نمی تواند ادعا کند که عین مقصود گوینده را بیان می کند، چه تفسیر شعر چه قرآن و چه یک کلام ساده.
oidjsf,1401-02-03,سوال دوم: اگر او انسان معتقدی نبوده چرا در زمان حیاتش، از سوی انسانهای معتقد به او حجت الحق (حجت خدا، روشن کننده راه حق) گفته می شد.
oidjsf,1401-02-03,اونایی که میگن منظورش شراب نبوده بدونن که اتفاقا منظورش دقیقا شراب بوده
oidjsf,1401-02-03,این دوتا 4 بیتی بین حکیم خیام و محمدبن عبداله (پیامبر) رد و بدل شده:
oidjsf,1401-02-03,خیام: 
oidjsf,1401-02-03,از من بَرِ مصطفی رسانید سلام / انگاه بگویید به اعزاز تمام/. کِی سید هاشمی چرا دوغ تُرُش/ در شرع حلال است و مِیِ ناب حرام
oidjsf,1401-02-03,جواب محمد:
oidjsf,1401-02-03,از من بر خیام رسانید سلام/ انگاه بگویید که خامی خیام/ من کی گفتم که مِی حرام است ،ولی/ بر پخته حلال است و بَرِ خام حرام
oidjsf,1401-02-03,لاتقربو الصلوت و انتم سکارا،
oidjsf,1401-02-03, ان الخمر والمیسر من عمل شیطان فاجتنبوها
oidjsf,1401-02-03,و یسیلونک عن ال........
oidjsf,1401-02-03,هیچکدام به روشنی به حرمت می اشاره ندارند،
oidjsf,1401-02-03, صاحبنظران اگر ممکن است من گناهگار را ارشاد فرمایند،
oidjsf,1401-02-03, اجر آخرت دارد.
oidjsf,1401-02-03,این منظورش اینه که نماز و روزه فراموش نشه و واجبه تفسیر دیگری هم نکنید!!!!!!!
oidjsf,1401-02-03,حور در اینجا منظور حوس و شهوت است که با حوریانی که در بهشت هستند صورت میگیره.
oidjsf,1401-02-03,آب انگور و شراب در عرفان و شعرهای عرفانی منظور یاد خدا و راز و نیاز و تمثال اینها هست.
oidjsf,1401-02-03,خیام آن حوس را که فقط برای انسان های سطح پایین هست رو میذاره کنار و رسیدن به خدا و عشق به خدا که الان در همین دنیا هم میشه به آن رسید(نقد) را انتخاب میکنه. و اینکه عشق به حور ارضا شدنی است و اگر به حور برسی دیگر عشقی نسبت به اون نداری، پس بهتره که از دور بشنوی و به اون نرسی تا عاشق باشی. ولی عشق به خدا اینگونه نیست و هرچقدر به خدا نزدیک تر شی بیشتر عاشقش میشی چون خوبی ها و زیبایی های خدا رو بیشتر درک میکنی!
oidjsf,1401-02-03,با احترام به همه عزیزان جان 
oidjsf,1401-02-03,فکر کنم اگر حضرت خیام سر از قبر در بیاورند و یک پیاله 
oidjsf,1401-02-03,می ناب در دست داشته باشند باز یه عده میگن نه 
oidjsf,1401-02-03,اون می نیست و فلان هست .دوستان واقع نگر باشید 
oidjsf,1401-02-03,وقتی میگه می منظور بزرگوار همون عرق کشمشی خومونه 
oidjsf,1401-02-03,منتها بدون دیازپام و افزودنیهای غیر مجاز
oidjsf,1401-02-03,ستار جان
oidjsf,1401-02-03, واقع می فرمایی ؟ دیازپام به عرق خانگی ترس محتسب خورده  می افزایند؟
oidjsf,1401-02-03, خدای شراب از سرشان نگذرد.
oidjsf,1401-02-03,بعد از خوندن نظرات همه خواستم بگم که اولا خیام یک انسانه و به لفظ مذهبی معصوم نیست و به لفظ غیر مذهبی کامل نیست پس اگر در جایی گفته شده که شراب بنوشید به این معنی نیست که شراب نوشیدن کار درستیه الان فکر کنم دوستان با یک جستجوی ساده میتونید مزایا و معایب شراب رو بخونید و بعدش عقلانی تصمیم بگیرید دوما خیام بارها گفته که در دنیا خوش باشید و مسلما انجام کار هایی مثل شراب نوشیدن شاید خوشی لحظه ای داشته باشد ولی باعث رنج های فراوانی خواهد شد پس شاید بتوان اینگونه گفت که منظور چیز دیگری است ولی من هم که در حد خیلی کم اطلاعات دارم فکر میکنم در شعر های خیام بیشتر منظور از می همان معنی عامیانه است تمام تلاشم رو کردم که عقیده ام خیلی روی نوشته ام تاثیر نگذارد و مذهبی یا غیر مذهبی تلقی نشود ولی نمیتوان تاثیر آن را به صفر رساند.ولی در مورد اشعار حافظ واقعا قرآن توی اون موج میزنه پس لطفا دیگه بی انصافی نکنید.
oidjsf,1401-02-03,درودی دوباره به خانم/آقای …
oidjsf,1401-02-03,آنچه شما ذکر کردید زیاده روی در نوشیدن است دوست عزیز. ضررهای زیاده روی در مصرف مواد نشاسته ای و شکر و گوشت شاید حتی بیشتر باشد. می باید به روش زندگی در کشورهای اروپا و آسیای شرقی و کل قاره امریکا احترام گذاشت.
oidjsf,1401-02-03,دیگر اینکه تجربه شخصی خودم اینست که بسیار می شناسم افراد مؤمن و به حج رفته و نمازگزاری را که هر از چند گاهی لب تر می کنند و با گناهش کنار می آیند.
oidjsf,1401-02-03,اینکه می گویید قرآن در اشعار حافظ موج می زند کاملأ درست است. حافظ عاشق خدا و پیامبر و قرآن بوده.
oidjsf,1401-02-03,اما چیزهای دیگری هم موج می زده دوست گرامی. از جمله شکایتها و خشم او از اطرافیان، افسردگی او، ادعای مصرف می برای رفع دردها، ادعای مصرف می برای لذت در کنار معشوقه، احساس گناه از این عملکردهای حرام، توبه، و بالاخره طلب بخشش و امید آمرزش از سوی پرورگار.
oidjsf,1401-02-03,من هدف بحث با شما درباره موجهایی که اشاره کردم را ندارم. چون با بینش شما و جایگزین کردن واژه ها و پیچاندن مطلب به آنچه خود باور دارید آشنا هستم.
oidjsf,1401-02-03,نکته من اینست که انصاف خواستن دو طرفه است. همانقدر که شما خواهان انصاف هستید، دیگران نیز از شما انصاف می خواهند.
oidjsf,1401-02-03,در این ایام نوروزی برای شوخی هم که شده، در رابطه با شعرا و تعبیرشان از می، انصافی به خرج دهیم و به صلحی برسیم…
oidjsf,1401-02-03,خیام را بدهید به ما،
oidjsf,1401-02-03,حافظ را با هم تقسیم کنیم،
oidjsf,1401-02-03,مولوی بزرگوار هم برای شما!!!!
oidjsf,1401-02-03,با احترام
oidjsf,1401-02-03,حمیدرضای عزیز
oidjsf,1401-02-03,من چون معمولا حاشیه هارو میخونم احساس کردم شما این دوستمون رو با من اشتباه گرفتید. من فکر می کنم در حاشیه یکی از اشعار مولوی بود که از محضرتون استفاده کردم. به هر حال اسمی که من و دوست خوبمون انتخاب کردیم اشتراک لفظی دارن. ولی اون ...ی که شما از حاشیه های مولوی به خاطرتون مونده منم و بینش من رو با بینش دوستمون که اینجا حاشیه نوشتن پیوند ندین.
oidjsf,1401-02-03,ضمنا ممنونم از تقسیم الشعرایی که انجام دادین. من از سهمی که از ادبیات بهم عنایت کردین بی نهایت خرسندم. هرچند تعلق به کسی یا چیزی دون شان این بزرگواران هست.
oidjsf,1401-02-03,واقعا خوشحال شدم از هم کلامی مجدد با شما دوست من. این روزا که بیشتر مردم شادن یا حداقل سعی می کنن باشن برای شما و عزیزانتون لحظه هایی رو میخوام که آتشفشان شادی در عمق وجودتون فوران کنه و گدازه های زیباش رو لباتون بشینه.
oidjsf,1401-02-03,موفق باشید.
oidjsf,1401-02-03,… عزیز،
oidjsf,1401-02-03,ممنون که برایم نوشتید و تشابه اسمی را متذکر شدید. از اینکه شما را به اشتباه وارد گفتگو کردم ببخشیدم، اما نیک بختیی بود تا باز از شما بشنوم.
oidjsf,1401-02-03,مولوی و خیام و حافظ متعلق به همه جهانیان هستند. پیام من در آن شوخی و تقسیم بندی فقط این بود که ما طرفداران این بزرگان، در رابطه با منظورشان از می و مستی، راهی بیابیم و با یکدیگر کنار آییم.
oidjsf,1401-02-03,من نیز برای شما و عزیزانتان سالی پر از شادی و سلامتی آرزو می کنم.
oidjsf,1401-02-03,پیروز باشید
oidjsf,1401-02-03,ارزو تا زمانی ز
oidjsf,1401-02-03,ارزو تا زمانی زیباست که بهش نرسین اگه رسیدین دیگه ارزو نیست پس انتظار بهشت زیبا تر از در بهشت بودنست
oidjsf,1401-02-03,سلام آقای حمیدرضا من اونیم که گفته بود با انصاف باشیم من آن انسانی که شما فکر میکنید که به شدت مذهبی باشد و این دیدگاه را برای  آن قرار دهم که دیگران نیز مثل من فکر کنند نیستم و هدفم پیچاندن مطلب و نشان دادن خود به عنوان شخص بی طرف برای تبلیغ عقیده خودم  نبود فقط نظرم را گفتم و صادقانه تلاش کردم که تاثیر عقیده خودم را کم کنم البته بهتر بود این را به زبان نمی آوردم. هدفم از کشیدن پای حافظ به وسط ماجرا این بود که در جواب بعضی ها که میگویند حافظ اصلا مسلمان نبوده بگویم که با انصاف باشند و نه این که حافظ نیز تا بحال لب به می نزده باشد. موفق باشید
oidjsf,1401-02-03,…. عزیز،
oidjsf,1401-02-03,ممنونم از توضیحاتی که برای روشنتر کردن نوشته پیشین تان دادید. 
oidjsf,1401-02-03,من هرگز چنین جسارتی نکردم که با خواندن نوشته کوتاهی از شما به نتیجه گیریی از شخصیت تان برسم.
oidjsf,1401-02-03,"من تنها علاقه به گفتگو درباره ""مطالب"" و تبادل نظر درباره شان و آموختن از انسانها دارم. "
oidjsf,1401-02-03,دیدگاه های شما همه از روی منطق بودند و من فقط خواستم با منطق خودم گفتگویی با شما داشته باشم.
oidjsf,1401-02-03,ناگفته نماند، بسیاری از عزیزان من به شدت افرادی مذهبی بوده اند که وجودشان پر از عشق و صفا و صمیمیت و مهربانیست. 
oidjsf,1401-02-03,پاینده باشید دوست عزیز و امیدوارم باز هم نظرهایتان را در حاشیه ها بخوانم.
oidjsf,1401-02-03,مهناز خانم
oidjsf,1401-02-03, شما چطور جرات میکنید به ایشان ایراد بگیرید؟
oidjsf,1401-02-03,کسی که چند لیسانس و فوق لیسانس و دکترا دارد!
oidjsf,1401-02-03,و در سه چهار سالگی شاهنامه و مثنوی و .... از حفظ بوده است!!
oidjsf,1401-02-03,گرامی خسته
oidjsf,1401-02-03,ایشان گرمی بازار گنجورند
oidjsf,1401-02-03,ایراد نیست سهوالقلم بوده .
oidjsf,1401-02-03,مرا چه حدی ست که با بلند پروازان ادب در افتم. 
oidjsf,1401-02-03,آن نوشتم تا باز آیند.
oidjsf,1401-02-03,مانا باشند و شما هم
oidjsf,1401-02-03,درباره خیام گفته ها زیاد است . اگر قرار باشد بسیاری از رباعیات او را که کفر گونه  است از او ندانیم چیزی از اشعار ش باقی نخواهد ماند!   
oidjsf,1401-02-03,برای همین کسانی مدعی شدند که این خیام غیر از آن خیام ریاضی دان است ! وکتابی هم نوشتند ! به این رباعی توجه کنید :    
oidjsf,1401-02-03,صانع به جهان کهنه همچون ظرفی است 
oidjsf,1401-02-03,آبی است به معنا و به ظاهر برفی است !
oidjsf,1401-02-03,بازیچه کفر و دین به طفلان بسپار 
oidjsf,1401-02-03,بگذر زمقامی که خدا هم حرفی است !
oidjsf,1401-02-03,انصافا هرکس این را گفته از ذهنیتی توانا بر خوردار بوده ! چه خیام ریاضی دان باشد و یا یک شخص ناشناس .
oidjsf,1401-02-03,الله اعلم
oidjsf,1401-02-03,یکی از ویژگیهایی که خیام را از دیگر شعرا متمایز میکند همین بی پرده گویی و بی تعارف سرودن اوست. 
oidjsf,1401-02-03,دلیلش هم این است که برخلاف اغلب شعرا ،خیام از طریق شاعری امرار معاش نمیکرده. او ریاضی دادن و منجم و فیلسوف بود و احتیاجی به مدیحه سرایی و تعارفات مرسوم نداشته. خیام ادعای شاعر بودن نداشته. و این اشعار را هم برای دل خو سروده. بنابراین نیازی به ملاحظه و خودسانسور نبوده. او اگر نگوییم تنها شاعر ،میتوتنیم بگوییم جز انگشت شمار شعرایی است که برای هیچ پادهاشی مدیحه نسروده و مجیز گویی از هیچ دین و مسلکی نکرده.
oidjsf,1401-02-03,همین برای شخص من باعث شده که جایگاه اورا بسیار بالاتر از دیگر شعرای نامی بدانم با اینگه از نظر صنایع ادبی و مهارت سرودن شاید به اندازه انها ماهر نبوده
oidjsf,1401-02-03,عبادت برای بدست آوردن حوری و منفعت کم ارزشترین عبادتها ست شاید و نه به یقین در زمان خیام اکثر انسانها جزو این دسته بوده باشند و خیام بدین صورت اعتراض خود را اعلام کرده باشد و این نظر شخصی من است و بسا اینکه ممکن است واقع این نباشد ولی دانشمند بودن خیام در زمینه های علمی بر کسی پوشیده نیست ولی ما هرگز نمیتوانیم خیام را عاری از اشتباه فرض کنیم و در منطق قضاوت او را جای خدا قرار بدهیم و حرف او را بدون قید و شرط قبول کنیم خیام گفته که گفته من اگه در جایگاه یک ملحد هم بخوام  بگم میگم شاید خیام درست بگه شاید هم کس دیگر در ست بگه هیچ بایدی وجود ندارد مگر اثباط شده باشد و قضاوت با خودتان است. امام علی(ع) عبادت‌های مردم را با توجه به اهداف و انگیزه‌های موجود در آنها، به سه نوع تقسیم می‌کند:
oidjsf,1401-02-03,«إِنَّ قَوْماً عَبَدُوا اللهَ رَغْبَةً فَتِلْکَ عِبَادَةُ التُّجَّارِ وَ إِنَّ قَوْماً عَبَدُوا اللهَ رَهْبَةً فَتِلْکَ عِبَادَةُ الْعَبِیدِ وَ إِنَّ قَوْماً عَبَدُوا اللهَ شُکْراً فَتِلْکَ عِبَادَةُ الْأَحْرَار».[1]
oidjsf,1401-02-03,گروهی از مردم، خدا را به خاطر دست‌یابی به نعمت‌های بهشتی می‌پرستند. حضرت علی(ع) این نوع عبادت را عبادت تاجران نام‌ می‌گذارد؛ زیرا این افراد مانند تاجران و بازرگانان به امید دریافت سود و رسیدن به منفعت، با دیگران داد و ستد می‌کنند.
oidjsf,1401-02-03,گروهی دیگر به خاطر ترس از عذاب جهنم و برای رهایی از سختی‌های آخرت، به عبادت خدا روی می‌آورند. این نوع عبادت، عبادت بردگان است؛ زیرا بردگان از روی ترس و به خاطر تنبیه نشدن،‌ دستورات صاحب خود را اطاعت کرده و از او پیروی می‌کنند.
oidjsf,1401-02-03,اما گروهی از بندگان، خدا را برای شکرگذاری از او عبادت می‌کنند (یعنی او را شایسته عبادت دیده و عبادت را صرفاً به خاطر خود خدا انجام می‌دهند). این نوع عبادت، عبادت آزادمردان و آزادگان است. این افراد خدا را با معرفت و اخلاص عبادت می‌کنند، و این نوع،‌ برترین و بهترین نوع عبادت است.
oidjsf,1401-02-03,قومی متفکرند اندر ره دین
oidjsf,1401-02-03,قومی به گمان فتاده در راه یقین
oidjsf,1401-02-03,میترسم از آن که بانگ آید روزی
oidjsf,1401-02-03,کای بیخبران راه نه آنست و نه این
oidjsf,1401-02-03,بعضی دوستان اینقدر تند میروند که اگر شاعر بگوید ر.. . م به دهنت . اینان تفسیر می کنند منظور ریختن شراب عشق و عرفان در تنگنای انسانی بر روح جستجوگر ادم خاکیست
oidjsf,1401-02-03,به نظرم کاملا مشخصه چی داره میگه. خیلی واضح میگه به بهشت و جهنم اعتقادی نداره و آدم باید در دم شاد باشه. نه تنها این رباعی کلیه رباعیات خیام همین رو میگن. اینا که منظور شراب بهشتیه و ... اصلا درست نیست.
oidjsf,1401-02-03,سلام بنظر من اب انگور استعاره از عشق الهی است که بهشت با حورش بهشت نیست و با عشق الهیه که بهشته
oidjsf,1401-02-03,هر کسی از ظن خود شد یار من
oidjsf,1401-02-03,از درون من نجست اسرار من
oidjsf,1401-02-03,این شعر نمیگه بهشت و جهنم کشکه بلکه میگه اگه واسه حال بردن از حوری و شراب و  این چیزا می خوای بهشت بشین همین کارو رو اینجا انجام بده اونور جای اینکار ها نیست واسه هدف پست خدا رو عبادت نکن 
oidjsf,1401-02-03,بابا رو نبوس که سوییچ ماشینو ازش بگیری دور دور کنی 
oidjsf,1401-02-03,درنَیابَد حالِ پُخته هیچ خام		پس سُخن کوتاه باید، وَِالسَلام
oidjsf,1401-02-03,هرکسی از ظن خود شد یار من / از درون من نجست احوال من
oidjsf,1401-02-03,سر من از ناله من دور نیست / لیک چشم و گوش را آن نور نیست
oidjsf,1401-02-03,دوستان نگران نباشید این خاصیت شعر شاعران بزرگه که گنجها رو به دست نا اهلش میدن تا اون رو حفظ کرده و به دست اهلش برسونن چنان الماسی که همچون تیله ای تراش داده شده و به دست بچه ای سپرده باشند، بچه ها با اون بازی می کنن و سرگرم میشن و از گزند سارقان و راهزنان در امان می مونه تا اینکه اهل علم یا معرفتی اون رو دیده و ازش بهره مند میشه.
oidjsf,1401-02-03,"همان طور که قرآن عزیز می گه «اکثرهم لا یعقلون» ، «اکثرهم لا یعلمون» و «اکثرهم لا یومنون»، شما با غصه زیاد خوردن خودتون رو آزار ندید ""خداوند نور خود را کامل می کند هرچند کافران را خوش نیاید""."
